date,gold_24k_gram1,gold_22k_gram1,platinum_gram1,platinum_gram8
2020-09-21,5161,4915,3064.0,24512.0
2020-09-22,5093,4850,3012.0,24096.0
2020-09-23,5061,4820,2902.0,23216.0
2020-09-24,5002,4764,2902.0,23216.0
2020-09-25,5028,4789,2777.0,22216.0
2020-09-26,5019,4780,2777.0,22216.0
2020-09-27,5019,4780,,
2020-09-28,5079,4740,2824.0,22592.0
2020-09-29,5059,4818,2807.0,22456.0
2020-09-30,5049,4809,2879.0,23032.0
2020-10-01,5056,4815,2871.0,22968.0
2020-10-02,5112,4869,2871.0,22968.0
2020-10-03,5093,4850,2871.0,22968.0
2020-10-04,5093,4850,2871.0,22968.0
2020-10-05,5062,4821,2922.0,23376.0
2020-10-06,5103,4860,2879.0,23032.0
2020-10-07,5046,4806,2907.0,23256.0
2020-10-08,5051,4810,2907.0,23256.0
2020-10-09,5093,4850,2836.0,22688.0
2020-10-10,5125,4881,2836.0,22688.0
2020-10-11,5125,4881,2836.0,22688.0
2020-10-12,5128,4884,2871.0,22968.0
2020-10-13,5129,4885,2895.0,23160.0
2020-10-14,5078,4836,2854.0,22832.0
2020-10-15,5072,4830,2871.0,22968.0
2020-10-16,5106,4863,2802.0,22416.0
2020-10-17,5054,4680,2802.0,22416.0
2020-10-18,5054,4680,,
2020-10-19,5084,4709,2830.0,22640.0
2020-10-20,5058,4683,2858.0,22864.0
2020-10-21,5094,4717,2858.0,22864.0
2020-10-22,5098,4720,2871.0,22968.0
2020-10-23,5102,4724,2926.0,23408.0
2020-10-24,5100,4722,2926.0,23408.0
2020-10-25,5100,4722,2926.0,23408.0
2020-10-26,5101,4723,2998.0,23984.0
2020-10-27,5136,4756,2920.0,23360.0
2020-10-28,5148,4768,2920.0,23360.0
2020-10-29,5121,4741,2920.0,23360.0
2020-10-30,5114,4734,2876.0,23008.0
2020-10-31,5140,4760,2876.0,23008.0
2020-11-01,5140,4760,2876.0,23008.0
2020-11-02,5139,4759,2860.0,22880.0
2020-11-03,5150,4770,2860.0,22880.0
2020-11-04,5170,4790,2848.0,22784.0
2020-11-05,5190,4810,2848.0,22784.0
2020-11-06,5247,4867,2848.0,22784.0
2020-11-07,5264,4884,2848.0,22784.0
2020-11-08,5264,4884,2848.0,22784.0
2020-11-09,5302,4922,2848.0,22784.0
2020-11-10,5160,4780,2848.0,22784.0
2020-11-11,5144,4764,2848.0,22784.0
2020-11-12,5141,4761,,
2020-11-13,5163,4783,2848.0,22784.0
2020-11-14,5163,4783,2848.0,22784.0
2020-11-15,5163,4783,2848.0,22784.0
2020-11-16,5201,4821,2848.0,22784.0
2020-11-17,5184,4804,3008.0,24064.0
2020-11-18,5160,4780,,
2020-11-19,5120,4740,3059.0,24472.0
2020-11-20,5120,4740,3092.0,24736.0
2020-11-21,5140,4760,3092.0,24736.0
2020-11-22,5140,4760,3092.0,24736.0
2020-11-23,5128,4748,3092.0,24736.0
2020-11-24,5020,4640,3092.0,24736.0
2020-11-25,4994,4613,3092.0,24736.0
2020-11-26,4993,4613,3069.0,24552.0
2020-11-27,4969,4589,3126.0,25008.0
2020-11-28,4954,4574,3135.0,25080.0
2020-11-29,4954,4574,3135.0,25080.0
2020-11-30,4899,4519,3135.0,25080.0
2020-12-01,4906,4526,3152.0,25216.0
2020-12-02,4991,4611,3221.0,25768.0
2020-12-03,5036,4656,3224.0,25792.0
2020-12-04,5030,4650,3271.0,26168.0
2020-12-05,5032,4652,3271.0,26168.0
2020-12-06,5032,4652,3271.0,26168.0
2020-12-07,5016,4636,3436.0,27488.0
2020-12-08,5088,4708,3322.0,26576.0
2020-12-09,5064,4684,3322.0,26576.0
2020-12-10,5002,4622,3322.0,26576.0
2020-12-11,5012,4632,3313.0,26504.0
2020-12-12,5037,4657,3361.0,26888.0
2020-12-13,5037,4657,3361.0,26888.0
2020-12-14,4996,4611,3361.0,26888.0
2020-12-15,5038,4653,3361.0,26888.0
2020-12-16,5072,4688,3323.0,26584.0
2020-12-17,5092,4708,3370.0,26960.0
2020-12-18,5104,4720,3334.0,26672.0
2020-12-19,5128,4744,3334.0,26672.0
2020-12-20,5128,4744,3334.0,26672.0
2020-12-21,5153,4769,3351.0,26808.0
2020-12-22,5109,4725,3351.0,26808.0
2020-12-23,5099,4715,3361.0,26888.0
2020-12-24,5104,4720,3304.0,26432.0
2020-12-25,5111,4727,3281.0,26248.0
2020-12-26,5114,4730,3307.0,26456.0
2020-12-27,5114,4730,3307.0,26456.0
2020-12-28,5112,4728,3307.0,26456.0
2020-12-29,5102,4718,3307.0,26456.0
2020-12-30,5096,4712,3307.0,26456.0
2020-12-31,5110,4726,3352.0,26816.0
2021-01-01,5119,4735,3434.0,27472.0
2021-01-02,5132,4748,3445.0,27560.0
2021-01-03,5132,4748,3445.0,27560.0
2021-01-04,5199,4815,3445.0,27560.0
2021-01-05,5240,4856,3444.0,27552.0
2021-01-06,5269,4885,3571.0,28568.0
2021-01-07,5189,4805,3465.0,27720.0
2021-01-08,5138,4754,3465.0,27720.0
2021-01-09,5084,4700,3531.0,28248.0
2021-01-10,5084,4700,3531.0,28248.0
2021-01-11,5064,4680,3531.0,28248.0
2021-01-12,5064,4680,3567.0,28536.0
2021-01-13,5046,4662,3567.0,28536.0
2021-01-14,5046,4662,3567.0,28536.0
2021-01-15,5040,4656,3567.0,28536.0
2021-01-16,4992,4608,3545.0,28360.0
2021-01-17,4992,4608,3545.0,28360.0
2021-01-18,4997,4613,3473.0,27784.0
2021-01-19,5016,4632,3473.0,27784.0
2021-01-20,5035,4651,3455.0,27640.0
2021-01-21,5059,4675,3450.0,27600.0
2021-01-22,5044,4660,3601.0,28808.0
2021-01-23,5039,4655,3601.0,28808.0
2021-01-24,5039,4655,3601.0,28808.0
2021-01-25,5020,4636,3497.0,27976.0
2021-01-26,5020,4636,3497.0,27976.0
2021-01-27,5001,4617,3497.0,27976.0
2021-01-28,5002,4618,3528.0,28224.0
2021-01-29,5022,4638,3414.0,27312.0
2021-01-30,5039,4655,3414.0,27312.0
2021-01-31,5039,4655,3414.0,27312.0
2021-02-01,5009,4625,3544.0,28352.0
2021-02-02,4949,4565,3544.0,28352.0
2021-02-03,4913,4529,3544.0,28352.0
2021-02-04,4867,4483,3521.0,28168.0
2021-02-05,4839,4455,3465.0,27720.0
2021-02-06,4853,4469,3465.0,27720.0
2021-02-07,4853,4469,3465.0,27720.0
2021-02-08,4849,4465,3474.0,27792.0
2021-02-09,4921,4537,3574.0,28592.0
2021-02-10,4906,4522,3652.0,29216.0
2021-02-11,4769,4385,3719.0,29752.0
2021-02-12,4850,4466,3719.0,29752.0
2021-02-13,4852,4468,3864.0,30912.0
2021-02-14,4852,4468,3864.0,30912.0
2021-02-15,4841,4457,3864.0,30912.0
2021-02-16,4848,4464,3822.0,30576.0
2021-02-17,4778,4394,4006.0,32048.0
2021-02-18,4769,4385,3946.0,31568.0
2021-02-19,4732,4348,3872.0,30976.0
2021-02-20,4760,4376,3949.0,31592.0
2021-02-21,4760,4376,3949.0,31592.0
2021-02-22,4779,4395,4021.0,32168.0
2021-02-23,4798,4414,4021.0,32168.0
2021-02-24,4797,4413,3937.0,31496.0
2021-02-25,4756,4372,3886.0,31088.0
2021-02-26,4747,4363,3858.0,30864.0
2021-02-27,4715,4331,3919.0,31352.0
2021-02-28,4715,4331,3919.0,31352.0
2021-03-01,4726,4342,3811.0,30488.0
2021-03-02,4674,4286,3784.0,30272.0
2021-03-03,4655,4264,3808.0,30464.0
2021-03-04,4608,4217,3758.0,30064.0
2021-03-05,4575,4184,3727.0,29816.0
2021-03-06,4607,4216,3646.0,29168.0
2021-03-07,4607,4216,3646.0,29168.0
2021-03-08,4584,4193,3535.0,28280.0
2021-03-09,4595,4204,3585.0,28680.0
2021-03-10,4598,4207,3590.0,28720.0
2021-03-11,4641,4250,3590.0,28720.0
2021-03-12,4571,4180,3702.0,29616.0
2021-03-13,4621,4230,3792.0,30336.0
2021-03-14,4621,4230,3792.0,30336.0
2021-03-15,4620,4229,3715.0,29720.0
2021-03-16,4618,4227,3715.0,29720.0
2021-03-17,4628,4237,3794.0,30352.0
2021-03-18,4631,4240,3772.0,30176.0
2021-03-19,4640,4249,3733.0,29864.0
2021-03-20,4641,4250,3794.0,30352.0
2021-03-21,4641,4250,3794.0,30352.0
2021-03-22,4603,4212,3670.0,29360.0
2021-03-23,4619,4228,3669.0,29352.0
2021-03-24,4623,4232,3692.0,29536.0
2021-03-25,4621,4230,3696.0,29568.0
2021-03-26,4607,4216,3681.0,29448.0
2021-03-27,4591,4232,3676.0,29408.0
2021-03-28,4591,4232,3676.0,29408.0
2021-03-29,4592,4233,3676.0,29408.0
2021-03-30,4561,4202,3676.0,29408.0
2021-03-31,4521,4162,3761.0,30088.0
2021-04-01,4597,4238,3678.0,29424.0
2021-04-02,4626,4267,3734.0,29872.0
2021-04-03,4636,4277,3739.0,29912.0
2021-04-04,4636,4277,3739.0,29912.0
2021-04-05,4617,4258,3739.0,29912.0
2021-04-06,4617,4258,3739.0,29912.0
2021-04-07,4693,4334,3785.0,30280.0
2021-04-08,4724,4365,3893.0,31144.0
2021-04-09,4739,4380,3957.0,31656.0
2021-04-10,4733,4374,3926.0,31408.0
2021-04-11,4733,4374,3926.0,31408.0
2021-04-12,4739,4380,3926.0,31408.0
2021-04-13,4739,4380,3926.0,31408.0
2021-04-14,4739,4380,3926.0,31408.0
2021-04-15,4739,4380,3805.0,30440.0
2021-04-16,4778,4419,3776.0,30208.0
2021-04-17,4811,4452,3807.0,30456.0
2021-04-18,4811,4452,3807.0,30456.0
2021-04-19,4854,4495,3845.0,30760.0
2021-04-20,4806,4447,3920.0,31360.0
2021-04-21,4870,4511,3920.0,31360.0
2021-04-22,4866,4507,3850.0,30800.0
2021-04-23,4854,4495,3849.0,30792.0
2021-04-24,4836,4477,3912.0,31296.0
2021-04-25,4836,4477,3912.0,31296.0
2021-04-26,4829,4470,3993.0,31944.0
2021-04-27,4824,4465,3993.0,31944.0
2021-04-28,4789,4430,3944.0,31552.0
2021-04-29,4784,4425,3977.0,31816.0
2021-04-30,4769,4410,3870.0,30960.0
2021-05-01,4769,4410,3870.0,30960.0
2021-05-02,4769,4410,3870.0,30960.0
2021-05-03,4781,4422,3875.0,31000.0
2021-05-04,4794,4435,3887.0,31096.0
2021-05-05,4774,4415,3887.0,31096.0
2021-05-06,4809,4450,3966.0,31728.0
2021-05-07,4855,4496,3966.0,31728.0
2021-05-08,4869,4510,3966.0,31728.0
2021-05-09,4869,4510,3966.0,31728.0
2021-05-10,4879,4520,3902.0,31216.0
2021-05-11,4879,4520,3902.0,31216.0
2021-05-12,4869,4510,3994.0,31952.0
2021-05-13,4855,4496,3873.0,30984.0
2021-05-14,4866,4507,3928.0,31424.0
2021-05-15,4879,4520,3806.0,30448.0
2021-05-16,4879,4520,3806.0,30448.0
2021-05-17,4914,4555,3806.0,30448.0
2021-05-18,4934,4575,3863.0,30904.0
2021-05-19,4929,4570,3857.0,30856.0
2021-05-20,4947,4588,3848.0,30784.0
2021-05-21,4947,4588,3774.0,30192.0
2021-05-22,4949,4590,3779.0,30232.0
2021-05-23,4957,4598,3779.0,30232.0
2021-05-24,4953,4594,3779.0,30232.0
2021-05-25,4961,4602,3768.0,30144.0
2021-05-26,5011,4652,3693.0,29544.0
2021-05-27,4969,4610,3725.0,29800.0
2021-05-28,4956,4597,3764.0,30112.0
2021-05-29,4970,4611,3709.0,29672.0
2021-05-30,4970,4611,3709.0,29672.0
2021-05-31,4987,4628,3663.0,29304.0
2021-06-01,5017,4658,3668.0,29344.0
2021-06-02,5006,4647,3742.0,29936.0
2021-06-03,4984,4625,3750.0,30000.0
2021-06-04,4944,4585,3750.0,30000.0
2021-06-05,4974,4615,3690.0,29520.0
2021-06-06,4974,4615,3690.0,29520.0
2021-06-07,4971,4612,3652.0,29216.0
2021-06-08,4979,4620,3652.0,29216.0
2021-06-09,4980,4621,3736.0,29888.0
2021-06-10,4966,4607,3736.0,29888.0
2021-06-11,4994,4635,3666.0,29328.0
2021-06-12,4964,4605,3666.0,29328.0
2021-06-13,4964,4605,3666.0,29328.0
2021-06-14,4924,4565,3666.0,29328.0
2021-06-15,4944,4585,3666.0,29328.0
2021-06-16,4936,4577,3710.0,29680.0
2021-06-17,4859,4500,3718.0,29744.0
2021-06-18,4819,4460,3722.0,29776.0
2021-06-19,4789,4430,3572.0,28576.0
2021-06-20,4789,4430,3572.0,28576.0
2021-06-21,4809,4450,3492.0,27936.0
2021-06-22,4799,4440,3491.0,27928.0
2021-06-23,4814,4455,3491.0,27928.0
2021-06-24,4809,4450,3558.0,28464.0
2021-06-25,4809,4450,3533.0,28264.0
2021-06-26,4804,4445,,
2021-06-27,4804,4445,3533.0,28264.0
2021-06-28,4799,4440,3533.0,28264.0
2021-06-29,4789,4430,3591.0,28728.0
2021-06-30,4765,4406,3599.0,28792.0
2021-07-01,4804,4445,3599.0,28792.0
2021-07-02,4839,4480,3480.0,27840.0
2021-07-03,4844,4485,3589.0,28712.0
2021-07-04,4844,4485,3589.0,28712.0
2021-07-05,4832,4473,3586.0,28688.0
2021-07-06,4870,4520,3578.0,28624.0
2021-07-07,4870,4520,3604.0,28832.0
2021-07-08,4900,4550,3648.0,29184.0
2021-07-09,4875,4515,3611.0,28888.0
2021-07-10,4885,4525,3537.0,28296.0
2021-07-11,4885,4525,3537.0,28296.0
2021-07-12,4867,4507,3537.0,28296.0
2021-07-13,4878,4518,3584.0,28672.0
2021-07-14,4891,4537,3627.0,29016.0
2021-07-15,4929,4575,3673.0,29384.0
2021-07-16,4914,4560,3713.0,29704.0
2021-07-17,4896,4542,3704.0,29632.0
2021-07-18,4896,4542,3714.0,29712.0
2021-07-19,4888,4534,3714.0,29712.0
2021-07-20,4898,4544,3729.0,29832.0
2021-07-21,4884,4530,3562.0,28496.0
2021-07-22,4854,4490,3519.0,28152.0
2021-07-23,4875,4511,3506.0,28048.0
2021-07-24,4874,4510,3537.0,28296.0
2021-07-25,4874,4510,3537.0,28296.0
2021-07-26,4889,4525,3537.0,28296.0
2021-07-27,4866,4502,3533.0,28264.0
2021-07-28,4871,4507,3533.0,28264.0
2021-07-29,4905,4541,3458.0,27664.0
2021-07-30,4933,4569,3437.0,27496.0
2021-07-31,4912,4548,3523.0,28184.0
2021-08-01,4912,4548,3523.0,28184.0
2021-08-02,4887,4523,3431.0,27448.0
2021-08-03,4891,4527,3431.0,27448.0
2021-08-04,4895,4531,3431.0,27448.0
2021-08-05,4887,4523,3449.0,27592.0
2021-08-06,4865,4501,3458.0,27664.0
2021-08-07,4804,4440,3331.0,26648.0
2021-08-08,4804,4440,3331.0,26648.0
2021-08-09,4755,4391,3285.0,26280.0
2021-08-10,4727,4363,3288.0,26304.0
2021-08-11,4732,4368,3239.0,25912.0
2021-08-12,4759,4395,3258.0,26064.0
2021-08-13,4759,4395,3344.0,26752.0
2021-08-14,4799,4435,3344.0,26752.0
2021-08-15,4799,4435,3344.0,26752.0
2021-08-16,4792,4428,3344.0,26752.0
2021-08-17,4841,4477,3366.0,26928.0
2021-08-18,4828,4464,3347.0,26776.0
2021-08-19,4828,4464,3346.0,26768.0
2021-08-20,4824,4460,3297.0,26376.0
2021-08-21,4829,4465,3200.0,25600.0
2021-08-22,4829,4465,3200.0,25600.0
2021-08-23,4822,4458,3206.0,25648.0
2021-08-24,4849,4485,3201.0,25608.0
2021-08-25,4838,4474,3201.0,25608.0
2021-08-26,4814,4450,3297.0,26376.0
2021-08-27,4823,4459,3283.0,26264.0
2021-08-28,4871,4507,3247.0,25976.0
2021-08-29,4871,4507,3247.0,25976.0
2021-08-30,4830,4466,3247.0,25976.0
2021-08-31,4818,4454,3247.0,25976.0
2021-09-01,4816,4452,3205.0,25640.0
2021-09-02,4819,4455,3233.0,25864.0
2021-09-03,4816,4452,3267.0,26136.0
2021-09-04,4860,4496,3230.0,25840.0
2021-09-05,4860,4496,3230.0,25840.0
2021-09-06,4843,4479,3230.0,25840.0
2021-09-07,4836,4472,3245.0,25960.0
2021-09-08,4814,4450,3291.0,26328.0
2021-09-09,4797,4433,3280.0,26240.0
2021-09-10,4815,4451,3243.0,25944.0
2021-09-11,4804,4440,3243.0,25944.0
2021-09-12,4804,4440,3243.0,25944.0
2021-09-13,4798,4434,3243.0,25944.0
2021-09-14,4798,4434,3172.0,25376.0
2021-09-15,4816,4452,3107.0,24856.0
2021-09-16,4779,4415,3107.0,24856.0
2021-09-17,4735,4371,3079.0,24632.0
2021-09-18,4733,4369,3032.0,24256.0
2021-09-19,4733,4369,3032.0,24256.0
2021-09-20,4724,4360,3032.0,24256.0
2021-09-21,4735,4371,3088.0,24704.0
2021-09-22,4777,4413,3019.0,24152.0
2021-09-23,4747,4383,3038.0,24304.0
2021-09-24,4726,4362,3190.0,25520.0
2021-09-25,4728,4364,3173.0,25384.0
2021-09-26,4728,4364,3173.0,25384.0
2021-09-27,4715,4351,3173.0,25384.0
2021-09-28,4717,4353,3132.0,25056.0
2021-09-29,4713,4349,3197.0,25576.0
2021-09-30,4700,4336,3204.0,25632.0
2021-10-01,4732,4368,3144.0,25152.0
2021-10-02,4751,4387,3132.0,25056.0
2021-10-03,4751,4387,3132.0,25056.0
2021-10-04,4737,4373,3132.0,25056.0
2021-10-05,4753,4389,3162.0,25296.0
2021-10-06,4751,4387,3104.0,24832.0
2021-10-07,4772,4408,3127.0,25016.0
2021-10-08,4777,4413,3157.0,25256.0
2021-10-09,4802,4438,3210.0,25680.0
2021-10-10,4802,4438,3210.0,25680.0
2021-10-11,4790,4426,3210.0,25680.0
2021-10-12,4811,4447,3385.0,27080.0
2021-10-13,4818,4454,3415.0,27320.0
2021-10-14,4891,4527,3338.0,26704.0
2021-10-15,4879,4515,3338.0,26704.0
2021-10-16,4829,4465,3387.0,27096.0
2021-10-17,4829,4465,3387.0,27096.0
2021-10-18,4820,4456,3471.0,27768.0
2021-10-19,4848,4484,3444.0,27552.0
2021-10-20,4833,4469,3395.0,27160.0
2021-10-21,4846,4482,3412.0,27296.0
2021-10-22,4851,4487,3400.0,27200.0
2021-10-23,4879,4515,3418.0,27344.0
2021-10-24,4879,4515,3418.0,27344.0
2021-10-25,4892,4528,3462.0,27696.0
2021-10-26,4900,4536,3465.0,27720.0
2021-10-27,4864,4500,3417.0,27336.0
2021-10-28,4886,4522,3424.0,27392.0
2021-10-29,4872,4508,3333.0,26664.0
2021-10-30,4870,4506,3322.0,26576.0
2021-10-31,4870,4506,3322.0,26576.0
2021-11-01,4857,4493,3300.0,26400.0
2021-11-02,4867,4503,3300.0,26400.0
2021-11-03,4833,4469,3450.0,27600.0
2021-11-04,4811,4447,3450.0,27600.0
2021-11-05,4869,4505,3450.0,27600.0
2021-11-06,4905,4541,3403.0,27224.0
2021-11-07,4905,4541,3403.0,27224.0
2021-11-08,4878,4514,3403.0,27224.0
2021-11-09,4897,4533,3322.0,26576.0
2021-11-10,4918,4554,3398.0,27184.0
2021-11-11,5010,4646,3424.0,27392.0
2021-11-12,4986,4622,3508.0,28064.0
2021-11-13,5019,4655,3518.0,28144.0
2021-11-14,5019,4655,3518.0,28144.0
2021-11-15,5000,4636,3470.0,27760.0
2021-11-16,5023,4659,3475.0,27800.0
2021-11-17,4992,4628,3521.0,28168.0
2021-11-18,4999,4635,3535.0,28280.0
2021-11-19,4993,4629,3437.0,27496.0
2021-11-20,4986,4622,3448.0,27584.0
2021-11-21,4986,4622,3448.0,27584.0
2021-11-22,4977,4613,3357.0,26856.0
2021-11-23,4881,4517,3363.0,26904.0
2021-11-24,4854,4490,3346.0,26768.0
2021-11-25,4860,4496,3202.0,25616.0
2021-11-26,4906,4542,3178.0,25424.0
2021-11-27,4888,4524,3221.0,25768.0
2021-11-28,4888,4524,3221.0,25768.0
2021-11-29,4895,4531,3197.0,25576.0
2021-11-30,4892,4528,3197.0,25576.0
2021-12-01,4852,4488,3174.0,25392.0
2021-12-02,4831,4467,3088.0,24704.0
2021-12-03,4832,4468,3095.0,24760.0
2021-12-04,4875,4511,3072.0,24576.0
2021-12-05,4875,4511,3072.0,24576.0
2021-12-06,4872,4508,3088.0,24704.0
2021-12-07,4878,4514,3097.0,24776.0
2021-12-08,4894,4530,3122.0,24976.0
2021-12-09,4879,4515,3122.0,24976.0
2021-12-10,4872,4508,3123.0,24984.0
2021-12-11,4904,4538,3130.0,25040.0
2021-12-12,4904,4538,3130.0,25040.0
2021-12-13,4901,4535,3120.0,24960.0
2021-12-14,4908,4542,3122.0,24976.0
2021-12-15,4881,4515,3094.0,24752.0
2021-12-16,4922,4556,3020.0,24160.0
2021-12-17,4964,4598,3020.0,24160.0
2021-12-18,4962,4596,3084.0,24672.0
2021-12-19,4962,4596,3084.0,24672.0
2021-12-20,4940,4574,3101.0,24808.0
2021-12-21,4914,4548,3085.0,24680.0
2021-12-22,4894,4528,3055.0,24440.0
2021-12-23,4918,4552,3055.0,24440.0
2021-12-24,4917,4551,3115.0,24920.0
2021-12-25,4919,4553,3115.0,24920.0
2021-12-26,4919,4553,3115.0,24920.0
2021-12-27,4902,4536,3179.0,25432.0
2021-12-28,4910,4544,3177.0,25416.0
2021-12-29,4889,4523,3166.0,25328.0
2021-12-30,4868,4502,3165.0,25320.0
2021-12-31,4885,4519,3136.0,25088.0
2022-01-01,4925,4559,3135.0,25080.0
2022-01-02,4925,4559,3135.0,25080.0
2022-01-03,4911,4545,3135.0,25080.0
2022-01-04,4880,4514,3120.0,24960.0
2022-01-05,4896,4530,,
2022-01-06,4866,4500,3161.0,25288.0
2022-01-07,4842,4476,3199.0,25592.0
2022-01-08,4858,4492,3133.0,25064.0
2022-01-09,4858,4492,3133.0,25064.0
2022-01-10,4840,4474,3114.0,24912.0
2022-01-11,4856,4490,3110.0,24880.0
2022-01-12,4876,4510,3012.0,24096.0
2022-01-13,4887,4521,3064.0,24512.0
2022-01-14,4908,4542,3064.0,24512.0
2022-01-15,4903,4537,3166.0,25328.0
2022-01-16,4903,4537,3166.0,25328.0
2022-01-17,4903,4537,3166.0,25328.0
2022-01-18,4906,4540,3169.0,25352.0
2022-01-19,4913,4547,3163.0,25304.0
2022-01-20,4954,4588,3193.0,25544.0
2022-01-21,4938,4572,3282.0,26256.0
2022-01-22,4954,4588,3408.0,27264.0
2022-01-23,4954,4588,3408.0,27264.0
2022-01-24,4971,4605,3408.0,27264.0
2022-01-25,4971,4605,3387.0,27096.0
2022-01-26,5003,4637,3315.0,26520.0
2022-01-27,4944,4578,3328.0,26624.0
2022-01-28,4903,4537,3437.0,27496.0
2022-01-29,4899,4533,3321.0,26568.0
2022-01-30,4899,4533,3321.0,26568.0
2022-01-31,4878,4512,3298.0,26384.0
2022-02-01,4898,4532,3291.0,26328.0
2022-02-02,4890,4524,3291.0,26328.0
2022-02-03,4898,4532,3397.0,27176.0
2022-02-04,4903,4537,3397.0,27176.0
2022-02-05,4908,4542,3357.0,26856.0
2022-02-06,4908,4542,3357.0,26856.0
2022-02-07,4911,4545,3318.0,26544.0
2022-02-08,4924,4558,3320.0,26560.0
2022-02-09,4950,4584,3316.0,26528.0
2022-02-10,4967,4601,3363.0,26904.0
2022-02-11,4976,4610,3372.0,26976.0
2022-02-12,5081,4715,3378.0,27024.0
2022-02-13,5081,4715,3378.0,27024.0
2022-02-14,5061,4695,3378.0,27024.0
2022-02-15,5062,4696,3368.0,26944.0
2022-02-16,5029,4663,3427.0,27416.0
2022-02-17,5106,4740,3327.0,26616.0
2022-02-18,5095,4729,3418.0,27344.0
2022-02-19,5099,4733,3418.0,27344.0
2022-02-20,5099,4733,3418.0,27344.0
2022-02-21,5079,4713,3549.0,28392.0
2022-02-22,5116,4750,3536.0,28288.0
2022-02-23,5085,4719,3518.0,28144.0
2022-02-24,5317,4951,3578.0,28624.0
2022-02-25,5175,4809,3578.0,28624.0
2022-02-26,5104,4738,3624.0,28992.0
2022-02-27,5104,4738,3624.0,28992.0
2022-02-28,5148,4782,3624.0,28992.0
2022-03-01,5164,4798,3471.0,27768.0
2022-03-02,5244,4878,3501.0,28008.0
2022-03-03,5230,4864,3535.0,28280.0
2022-03-04,5239,4873,3529.0,28232.0
2022-03-05,5336,4970,3621.0,28968.0
2022-03-06,5336,4970,3621.0,28968.0
2022-03-07,5437,5071,3621.0,28968.0
2022-03-08,5455,5056,3690.0,29520.0
2022-03-09,5419,5020,3690.0,29520.0
2022-03-10,5284,4885,3875.0,31000.0
2022-03-11,5298,4899,3712.0,29696.0
2022-03-12,5293,4894,3663.0,29304.0
2022-03-13,5293,4894,3663.0,29304.0
2022-03-14,5268,4869,3565.0,28520.0
2022-03-15,5230,4831,3565.0,28520.0
2022-03-16,5186,4787,3483.0,27864.0
2022-03-17,5206,4807,3384.0,27072.0
2022-03-18,5231,4832,3381.0,27048.0
2022-03-19,5204,4805,3381.0,27048.0
2022-03-20,5204,4805,3381.0,27048.0
2022-03-21,5192,4793,3381.0,27048.0
2022-03-22,5195,4796,3473.0,27784.0
2022-03-23,5193,4794,3487.0,27896.0
2022-03-24,5222,4823,3434.0,27472.0
2022-03-25,5248,4849,3452.0,27616.0
2022-03-26,5243,4844,3432.0,27456.0
2022-03-27,5243,4844,3432.0,27456.0
2022-03-28,5215,4816,3432.0,27456.0
2022-03-29,5192,4793,3402.0,27216.0
2022-03-30,5189,4790,3324.0,26592.0
2022-03-31,5199,4800,3220.0,25760.0
2022-04-01,5224,4825,3308.0,26464.0
2022-04-02,5224,4825,3293.0,26344.0
2022-04-03,5224,4825,3293.0,26344.0
2022-04-04,5209,4810,3293.0,26344.0
2022-04-05,5224,4825,3313.0,26504.0
2022-04-06,5241,4842,3279.0,26232.0
2022-04-07,5273,4874,3277.0,26216.0
2022-04-08,5285,4886,3236.0,25888.0
2022-04-09,5318,4919,3211.0,25688.0
2022-04-10,5318,4919,3211.0,25688.0
2022-04-11,5345,4946,3211.0,25688.0
2022-04-12,5346,4947,3263.0,26104.0
2022-04-13,5395,4996,3263.0,26104.0
2022-04-14,5411,5012,3259.0,26072.0
2022-04-15,5410,5011,3296.0,26368.0
2022-04-16,5413,5014,3298.0,26384.0
2022-04-17,5413,5014,3298.0,26384.0
2022-04-18,5449,5050,3297.0,26376.0
2022-04-19,5424,5025,3317.0,26536.0
2022-04-20,5362,4963,3292.0,26336.0
2022-04-21,5345,4946,3403.0,27224.0
2022-04-22,5358,4959,3314.0,26512.0
2022-04-23,5344,4945,3298.0,26384.0
2022-04-24,5344,4945,3298.0,26384.0
2022-04-25,5311,4912,3298.0,26384.0
2022-04-26,5286,4887,3298.0,26384.0
2022-04-27,5261,4862,3122.0,24976.0
2022-04-28,5249,4850,3117.0,24936.0
2022-04-29,5296,4897,3160.0,25280.0
2022-04-30,5302,4903,3109.0,24872.0
2022-05-01,5302,4903,3109.0,24872.0
2022-05-02,5240,4841,3161.0,25288.0
2022-05-03,5195,4796,3161.0,25288.0
2022-05-04,5207,4808,3168.0,25344.0
2022-05-05,5250,4851,3253.0,26024.0
2022-05-06,5249,4850,3270.0,26160.0
2022-05-07,5276,4877,3363.0,26904.0
2022-05-08,5276,4877,3363.0,26904.0
2022-05-09,5258,4859,3290.0,26320.0
2022-05-10,5245,4846,3290.0,26320.0
2022-05-11,5204,4805,3249.0,25992.0
2022-05-12,5222,4823,3364.0,26912.0
2022-05-13,5154,4755,3337.0,26696.0
2022-05-14,5136,4737,3337.0,26696.0
2022-05-15,5136,4737,3337.0,26696.0
2022-05-16,5127,4728,3289.0,26312.0
2022-05-17,5163,4764,3250.0,26000.0
2022-05-18,5138,4739,3249.0,25992.0
2022-05-19,5154,4755,3284.0,26272.0
2022-05-20,5192,4793,3261.0,26088.0
2022-05-21,5216,4817,3263.0,26104.0
2022-05-22,5216,4817,3263.0,26104.0
